[00000020] (8.04155, 4.29417) => 7721.18
[00006442] (5.4723, 2.49143) => 69.0395
[00006445] (5.97698, 6.24303) => 70404.5
[00006448] (1.2285, 5.1992) => 2.91526
[00006454] (7.08098, 8.9026) => 3.69867e+07
[00006457] (6.41169, 9.86571) => 9.14869e+07
[00006459] (9.83492, 4.58973) => 36020.7
[00006462] (3.69371, 8.11272) => 40147.7
[00006465] (6.32797, 6.97276) => 386387
[00006469] (9.85608, 1.91509) => 79.9895
[00006472] (1.34451, 3.40015) => 2.73616
[00006476] (9.28986, 2.29422) => 166.274
[00006482] (5.11483, 9.88262) => 1.01183e+07
[00006487] (4.94978, 8.85959) => 1.42477e+06
[00006490] (1.83066, 4.37057) => 14.0522
[00006492] (8.09477, 4.89508) => 27908.1
[00006496] (2.28517, 1.11411) => 2.51116
[00006502] (7.60614, 2.76208) => 271.547
[00006505] (7.25073, 1.60085) => 23.842
[00006508] (5.92821, 5.02279) => 7624.89
[00006512] (6.49393, 9.4795) => 5.03698e+07
[00006516] (7.47113, 3.14349) => 556.515
[00006519] (7.29501, 5.41143) => 46795.2
[00006522] (8.48245, 8.15852) => 3.76146e+07
[00006524] (4.93597, 8.37354) => 639708
[00006527] (5.93709, 9.8792) => 4.38823e+07
[00006530] (7.93117, 4.38058) => 8701.97
[00006531] (3.83288, 3.66555) => 137.702
[00006533] (3.18533, 7.41467) => 5379.32
[00006536] (7.38413, 2.88881) => 322.371
[00006539] (3.65523, 7.70621) => 21774.3
[00006542] (8.06437, 6.71031) => 1.21162e+06
[00006545] (2.77368, 6.1771) => 545.514
[00006552] (5.93334, 4.46515) => 2837.24
[00006555] (8.7956, 3.91634) => 4989.63
[00006558] (8.61842, 5.36719) => 104863
[00006561] (1.82673, 1.2859) => 2.17015
[00006566] (5.58696, 1.18272) => 7.65066
[00006569] (3.25952, 3.32124) => 50.6186
[00006572] (4.59288, 2.19955) => 28.5951
[00006576] (6.26522, 5.49297) => 23853.1
[00006580] (5.01551, 3.37528) => 231.079
[00006583] (1.88791, 8.84014) => 275.245
[00006587] (4.87574, 9.72512) => 4.91216e+06
[00006590] (6.60256, 2.86077) => 221.314
[00006593] (8.81756, 6.81937) => 2.79695e+06
[00006598] (8.99847, 7.85744) => 3.14287e+07
[00006601] (8.64097, 1.71798) => 40.644
[00006603] (2.58211, 4.94121) => 108.556
[00006606] (7.81206, 9.17133) => 1.54116e+08
[00006609] (7.95608, 2.08621) => 75.6912
[00006614] (4.30199, 5.72083) => 4218.07
[00006616] (3.28609, 1.16852) => 4.0156
[00006619] (9.66989, 6.6973) => 3.97795e+06
[00006623] (5.01205, 4.99635) => 3144.3
[00006626] (3.23697, 8.93706) => 36235.4
[00006627] (3.92831, 9.2558) => 316115
[00006629] (9.76943, 4.29519) => 17851.6
[00006632] (7.29077, 3.92992) => 2458.3
[00006635] (5.37065, 7.99084) => 681597
[00006638] (7.08368, 5.14022) => 23470.3
[00006641] (1.1157, 4.33902) => 1.60811
[00006646] (9.20467, 3.39068) => 1856.26
[00006649] (5.41041, 7.63565) => 396911
[00006652] (8.84429, 7.63771) => 1.69955e+07
[00006656] (4.76105, 7.70202) => 165839
[00006660] (1.12564, 6.50409) => 2.15932
[00006663] (5.79592, 1.59944) => 16.6176
[00006666] (8.86849, 5.0402) => 59889.7
[00006669] (6.73831, 2.44113) => 105.341
[00006671] (3.90783, 6.28285) => 5236.5
[00006674] (9.74522, 7.74834) => 4.58664e+07
[00006675] (9.68271, 5.98675) => 799677
[00006678] (8.83454, 5.7322) => 265287
[00006681] (3.34721, 4.63875) => 271.564
[00006682] (6.03645, 6.90621) => 246742
[00006685] (9.04734, 8.4524) => 1.2159e+08
[00006687] (5.39752, 5.0085) => 4647.24
[00006690] (3.70455, 3.15845) => 62.564
[00006692] (8.43519, 5.72479) => 200310
[00006694] (8.66648, 3.76664) => 3408.15
[00006697] (3.43056, 5.92133) => 1479.35
[00006700] (1.07682, 8.60905) => 1.8911
[00006703] (2.55571, 2.95788) => 16.0461
[00006706] (3.7805, 6.4868) => 5577.55
[00006707] (2.01382, 2.61027) => 6.21698
[00006709] (3.95867, 8.77618) => 175466
[00006713] (2.5818, 1.09168) => 2.81635
[00006716] (1.8675, 2.9873) => 6.46154
[00006719] (7.74276, 4.10967) => 4498.48
[00006723] (6.83911, 3.80634) => 1507.62
[00006726] (3.08367, 6.15891) => 1028.31
[00006729] (5.72985, 6.11457) => 43223.4
[00006732] (8.11907, 9.55741) => 4.92633e+08
[00006735] (2.29767, 7.32503) => 443.04
[00006738] (7.98929, 5.36611) => 69656.5
[00006739] (2.86405, 6.57997) => 1016.05
[00006742] (9.82807, 1.12559) => 13.0952
[00006746] (1.21461, 8.06295) => 4.79535
[00006749] (7.63327, 7.75987) => 7.07494e+06
[00006752] (6.55657, 2.28733) => 73.7919
[00006756] (3.22237, 1.44685) => 5.43566
[00006759] (8.78035, 3.26454) => 1202.63
[00006762] (6.90671, 6.00555) => 109718
[00006765] (7.6125, 1.50404) => 21.1762
[00006769] (8.94764, 3.06272) => 821.903
[00006774] (4.3162, 7.61316) => 68411.8
[00006777] (9.54881, 1.91015) => 74.4476
[00006780] (9.27128, 5.9977) => 631844
[00006783] (9.17384, 8.20867) => 7.96646e+07
[00006786] (1.16396, 8.26334) => 3.50654
[00006789] (8.72323, 7.31121) => 7.54207e+06
[00006793] (2.3287, 2.88726) => 11.4803
[00006798] (5.80612, 3.51989) => 488.422
[00006802] (6.03149, 7.74548) => 1.10856e+06
[00006805] (7.55584, 4.35168) => 6637.52
[00006807] (5.32647, 5.90239) => 19396.9
[00006810] (2.09608, 5.08003) => 42.9297
[00006814] (1.99181, 9.50792) => 700.197
[00006818] (6.44911, 9.6127) => 6.04607e+07
[00006821] (8.30528, 7.80457) => 1.49681e+07
[00006824] (2.11384, 2.56805) => 6.83602
[00006827] (2.57455, 5.04639) => 118.184
[00006831] (7.55228, 6.59877) => 622643
[00006836] (4.62246, 1.45485) => 9.27444
[00006839] (1.62018, 2.21965) => 2.91848
[00006842] (9.59685, 2.05711) => 104.796
[00006845] (7.62628, 7.29183) => 2.71443e+06
[00006848] (3.01217, 3.71893) => 60.3832
[00006849] (8.10456, 5.72012) => 157776
[00006851] (9.67093, 9.30821) => 1.48918e+09
[00006854] (2.59424, 8.04159) => 2134.54
[00006857] (8.16774, 2.46316) => 176.462
[00006860] (1.01409, 8.07081) => 1.11958
[00006863] (7.50335, 5.70626) => 98727.1
[00006867] (8.03162, 7.02748) => 2.2829e+06
[00006871] (4.49257, 2.73732) => 61.1062
[00006874] (6.48586, 5.44145) => 26198.7
[00006877] (7.14414, 8.56001) => 2.04092e+07
[00006878] (7.9449, 6.79027) => 1.29372e+06
[00006879] (9.97689, 3.23943) => 1722.55
[00006882] (4.7237, 2.37782) => 40.1165
[00006885] (1.89714, 5.01729) => 24.8486
[00006888] (7.61934, 5.58924) => 84966.4
[00006891] (3.11872, 4.83176) => 243.655
[00006894] (1.3314, 3.35111) => 2.60961
[00006898] (7.92849, 9.75741) => 5.93981e+08
[00006900] (2.64183, 4.17578) => 57.7807
[00006903] (3.11494, 1.08553) => 3.43283
[00006906] (5.30465, 5.09049) => 4884.97
[00006908] (9.06144, 5.66323) => 263528
[00006911] (9.72549, 9.9193) => 6.3007e+09
[00006915] (5.16263, 5.26649) => 5679.73
[00006918] (6.85671, 9.21198) => 5.03833e+07
[00006922] (2.6058, 7.58175) => 1424.16
[00006925] (4.98833, 4.08761) => 712.808
[00006928] (2.98927, 3.66544) => 55.3549
[00006929] (9.23024, 9.4539) => 1.3336e+09
[00006931] (5.13852, 1.53632) => 12.3617
[00006933] (5.75821, 1.85803) => 25.8604
[00006936] (3.98664, 5.13896) => 1220.38
[00006940] (1.8283, 1.89652) => 3.14036
[00006943] (5.77638, 3.8087) => 796.003
[00006948] (6.15399, 8.32643) => 3.72271e+06
[00006951] (5.92598, 5.95573) => 40026.8
[00006954] (3.85911, 8.31831) => 75610.9
[00006955] (1.4489, 8.00857) => 19.4845
[00006959] (9.21949, 5.66665) => 292855
[00006964] (3.64705, 2.69328) => 32.6185
[00006968] (1.83142, 7.1436) => 75.3797
[00006972] (3.3402, 1.16231) => 4.06245
[00006975] (5.57777, 8.56721) => 2.48359e+06
[00006979] (4.68323, 9.68354) => 3.11353e+06
[00006982] (9.34004, 2.2197) => 142.524
[00006986] (9.75104, 9.3369) => 1.71661e+09
[00006989] (3.40255, 2.95019) => 37.0616
[00006992] (8.85724, 9.46) => 9.15035e+08
[00006993] (5.17204, 4.81909) => 2749.15
[00006996] (6.26023, 7.91015) => 2.00054e+06
[00006999] (7.10241, 4.46565) => 6339.85
[00007002] (1.68953, 1.45041) => 2.1397
[00007005] (9.73617, 7.09732) => 1.03493e+07
[00007008] (6.87667, 8.06377) => 5.65489e+06
[00007009] (7.9706, 7.61523) => 7.32932e+06
[00007011] (5.14115, 8.99702) => 2.49699e+06
[00007015] (4.4553, 5.39996) => 3190.88
[00007017] (2.90539, 9.84072) => 36162.7
[00007020] (1.38177, 6.42236) => 7.97878
[00007023] (3.41695, 1.82421) => 9.40737
[00007028] (2.99186, 2.25424) => 11.8273
[00007030] (1.79498, 8.41786) => 137.606
[00007033] (7.0523, 5.0658) => 19836.9
[00007037] (5.2946, 4.25592) => 1203.86
[00007040] (2.45372, 9.04838) => 3367.31
[00007041] (1.30746, 3.39556) => 2.48506
[00007043] (1.85818, 8.98824) => 262.194
[00007046] (4.43298, 2.97203) => 83.5597
[00007049] (7.91475, 7.48716) => 5.33019e+06
[00007051] (3.3808, 3.21308) => 50.0938
[00007053] (8.6663, 7.03279) => 3.94086e+06
[00007056] (5.01366, 3.79973) => 457.51
[00007057] (2.71104, 3.92621) => 50.1861
[00007059] (1.5121, 4.34179) => 6.02136
[00007064] (4.17539, 6.04037) => 5613.6
[00007067] (8.00538, 3.11983) => 658.264
[00007070] (6.26287, 5.6954) => 34509.9
[00007074] (5.23196, 1.00548) => 5.27964
[00007077] (9.1638, 7.75591) => 2.89584e+07
[00007080] (4.02199, 8.45972) => 129840
[00007083] (9.04327, 7.79603) => 2.85459e+07
[00007086] (3.6489, 2.91565) => 43.5577
[00007091] (9.91668, 9.20976) => 1.5007e+09
[00007096] (1.52059, 2.3464) => 2.67346
[00007099] (5.83574, 3.95865) => 1078.22
[00007102] (4.72983, 8.28734) => 391451
[00007106] (6.73611, 5.82012) => 66289.1
[00007109] (2.10041, 2.42043) => 6.02715
[00007112] (5.4831, 4.14167) => 1150.28
[00007116] (8.4185, 8.21738) => 4.0087e+07
[00007119] (9.29919, 3.35931) => 1791.9
[00007124] (3.22195, 9.18726) => 46582.7
[00007127] (8.26447, 8.48421) => 6.05125e+07
[00007131] (9.36784, 5.42461) => 186538
[00007134] (1.10669, 8.14978) => 2.2845
[00007138] (7.95413, 3.55969) => 1606.3
[00007141] (7.35274, 2.57623) => 170.678
[00007143] (9.2058, 3.39175) => 1861.47
[00007146] (8.6718, 5.76793) => 257600
[00007151] (5.32151, 4.34168) => 1419.76
[00007154] (9.47316, 4.90559) => 61699.7
[00007157] (5.41027, 5.7169) => 15550.4
[00007160] (1.96239, 4.76306) => 24.8056
[00007163] (5.5588, 7.19902) => 230743
[00007166] (4.89159, 5.65634) => 7939.03
[00007170] (8.57118, 5.867) => 297952
[00007173] (2.14868, 4.8511) => 40.869
[00007176] (5.43813, 6.88784) => 116322
[00007179] (5.61381, 3.27105) => 282.397
[00007182] (5.58393, 4.10439) => 1163.4
[00007184] (9.1475, 4.50648) => 21482.9
[00007185] (7.7081, 9.57454) => 3.10536e+08
[00007187] (8.14881, 7.78766) => 1.24534e+07
[00007190] (9.46858, 9.02542) => 6.47711e+08
[00007191] (4.77012, 8.35321) => 465475
[00007193] (3.81588, 8.2748) => 64950.1
[00007197] (6.97144, 8.35615) => 1.11411e+07
[00007199] (4.48534, 9.56563) => 1.71726e+06
[00007204] (8.39457, 3.88295) => 3871.12
[00007207] (1.95013, 8.02363) => 212.5
[00007210] (6.8533, 2.2338) => 73.6607
[00007212] (7.48385, 6.89676) => 1.06814e+06
[00007215] (9.92145, 8.90153) => 7.43095e+08
[00007219] (1.35638, 5.64869) => 5.59477
[00007222] (8.11343, 5.78488) => 181820
[00007225] (2.21587, 3.53821) => 16.6959
[00007228] (2.45256, 7.00825) => 537.721
[00007231] (8.05604, 6.51777) => 805188
[00007236] (7.42438, 5.62737) => 79347.2
[00007239] (7.6255, 6.2316) => 314736
[00007242] (9.24237, 2.25541) => 150.742
[00007245] (6.57696, 4.92521) => 10689.3
[00007248] (7.62945, 9.96031) => 6.16459e+08
[00007249] (5.54879, 1.42616) => 11.5172
[00007251] (5.46115, 2.13645) => 37.5985
[00007254] (6.93342, 5.7138) => 63827.2
[00007257] (2.46187, 5.93786) => 210.511
[00007260] (4.63115, 6.25109) => 14497.1
[00007262] (2.11333, 6.81292) => 163.675
[00007266] (1.06093, 4.55743) => 1.30937
[00007269] (3.54279, 8.65041) => 56502.1
[00007271] (6.24612, 3.81269) => 1079.99
[00007274] (2.95024, 6.19987) => 818.565
[00007277] (7.13788, 1.37303) => 14.8585
[00007280] (7.41074, 1.1251) => 9.52101
[00007281] (3.69957, 7.87608) => 29840.4
[00007284] (6.62542, 2.51112) => 115.39
[00007287] (3.92854, 8.84495) => 180282
[00007290] (3.67659, 2.55945) => 28.0046
[00007293] (5.1932, 1.83388) => 20.5128
[00007296] (5.93868, 9.32286) => 1.63308e+07
[00007297] (3.00048, 5.63565) => 488.967
[00007300] (6.3509, 1.39135) => 13.0925
[00007303] (8.57668, 5.03881) => 50444.3
[00007306] (7.97392, 1.17605) => 11.4924
[00007310] (2.31336, 9.81599) => 3761.87
[00007313] (7.43977, 9.15507) => 9.53212e+07
[00007315] (9.50914, 1.50092) => 29.384
[00007318] (7.73367, 5.4604) => 70948.3
[00007321] (1.75144, 1.52054) => 2.34473
[00007324] (2.09069, 7.40914) => 236.087
[00007327] (2.86259, 3.18719) => 28.5613
[00007332] (4.53474, 4.57231) => 1004.53
[00007335] (1.58488, 1.46169) => 1.96034
[00007338] (7.83877, 1.50683) => 22.2578
[00007340] (2.89515, 9.20935) => 17852.1
[00007343] (9.27214, 7.37566) => 1.36017e+07
[00007347] (9.8812, 6.97846) => 8.75472e+06
[00007351] (4.49583, 4.14636) => 509.081
[00007355] (6.56148, 5.9356) => 70696.7
[00007358] (1.84733, 4.66734) => 17.5408
[00007362] (2.6391, 8.01406) => 2385.48
[00007365] (2.1403, 9.50132) => 1380.19
[00007368] (9.60949, 7.20534) => 1.20417e+07
[00007369] (7.59413, 5.14486) => 33879.3
[00007371] (8.34332, 4.09252) => 5896.53
[00007374] (2.64034, 3.66921) => 35.2499
[00007378] (5.20441, 8.34166) => 945646
[00007381] (8.54309, 2.69795) => 326.175
[00007384] (1.57553, 1.37469) => 1.8681
[00007387] (8.12287, 6.30281) => 541661
[00007390] (2.98543, 3.85638) => 67.8899
[00007394] (5.25322, 7.1591) => 143748
[00007397] (7.86778, 1.79444) => 40.5094
[00007401] (3.79195, 3.19612) => 70.8125
[00007403] (5.53033, 1.94424) => 27.8028
[00007406] (7.22342, 6.66745) => 531647
[00007411] (8.43128, 1.68769) => 36.5277
[00007414] (6.49073, 2.09455) => 50.2794
[00007417] (2.52824, 7.72819) => 1297.36
[00007420] (8.03407, 5.47809) => 90640
[00007423] (9.65257, 2.26874) => 171.357
[00007428] (2.453, 3.45504) => 22.2033
[00007431] (6.32114, 5.48421) => 24645
[00007433] (8.68655, 4.71952) => 26971.9
[00007436] (6.24405, 1.35574) => 11.9796
[00007439] (1.44868, 4.72876) => 5.77036
[00007444] (1.1987, 6.25454) => 3.10662
[00007448] (1.06125, 4.31901) => 1.29272
[00007452] (4.53215, 9.17113) => 1.04485e+06
[00007455] (4.07533, 7.47603) => 36441.7
[00007460] (9.3297, 9.70032) => 2.55878e+09
[00007463] (4.09322, 2.8516) => 55.6368
[00007466] (5.45001, 8.57977) => 2.0803e+06
[00007471] (4.3807, 6.32422) => 11409.5
[00007476] (6.96171, 9.16654) => 5.30628e+07
[00007480] (6.97967, 5.98175) => 111586
[00007482] (2.22698, 8.12175) => 666.905
[00007486] (7.83313, 8.9817) => 1.0692e+08
[00007490] (1.03607, 5.91508) => 1.23316
[00007493] (6.96225, 8.96482) => 3.59006e+07
[00007496] (3.20364, 3.37162) => 50.68
[00007499] (2.91373, 6.54165) => 1092.11
[00007502] (8.8528, 9.04727) => 3.70246e+08
[00007506] (2.64938, 5.55528) => 224.227
[00007509] (4.35101, 9.32197) => 897259
[00007512] (1.22068, 4.78729) => 2.59768
[00007516] (3.12886, 7.45638) => 4940.67
[00007519] (7.51062, 6.57278) => 569665
[00007524] (6.0564, 3.89187) => 1107.32
[00007528] (3.5256, 3.69655) => 105.409
[00007531] (4.06223, 8.52829) => 155497
[00007534] (7.12437, 5.5987) => 59466.8
[00007539] (3.97531, 4.90346) => 868.946
[00007544] (1.28025, 3.85991) => 2.59505
[00007546] (1.37632, 9.57237) => 21.2759
[00007548] (5.79295, 7.32582) => 388031
[00007551] (8.33268, 1.51251) => 24.7001
[00007556] (5.85244, 5.40674) => 14086
[00007559] (2.34865, 5.87138) => 150.39
[00007563] (3.7043, 7.4915) => 18216.5
[00007566] (7.89341, 3.93879) => 3420.87
[00007570] (7.43149, 5.72385) => 96807.5
[00007574] (7.37866, 8.49631) => 2.36923e+07
[00007577] (3.13142, 3.78358) => 75.1061
[00007580] (5.39583, 9.29541) => 6.37948e+06
[00007582] (9.10601, 3.77232) => 4158.04
[00007586] (3.52315, 3.46325) => 78.372
[00007589] (3.41644, 9.09281) => 71069.9
[00007592] (3.92988, 6.21418) => 4938.36
[00007595] (1.55092, 4.21826) => 6.36724
[00007598] (2.13125, 5.50006) => 64.1968
[00007602] (5.86254, 8.59219) => 3.97681e+06
[00007605] (5.37005, 4.24536) => 1256.09
[00007608] (9.49822, 5.5504) => 266876
[00007612] (9.48376, 5.12111) => 100745
[00007615] (9.88783, 9.00341) => 9.1055e+08
[00007620] (3.58559, 5.03617) => 620.671
[00007623] (7.7601, 5.1301) => 36737.8
[00007626] (6.85784, 9.84454) => 1.7056e+08
[00007630] (5.33644, 8.09663) => 773190
[00007634] (4.76984, 7.20112) => 76911.3
[00007637] (3.23519, 7.89763) => 10641.4
[00007641] (4.66718, 2.66765) => 60.9262
[00007644] (5.96146, 3.25077) => 331.506
[00007645] (1.93936, 7.18012) => 116.257
[00007648] (2.14309, 7.27616) => 256.276
[00007649] (9.6777, 5.83612) => 566352
[00007652] (2.80977, 3.93645) => 58.3671
[00007655] (4.58131, 4.19092) => 589.056
[00007657] (9.96072, 3.47178) => 2923.11
[00007661] (9.29134, 8.30013) => 1.08437e+08
[00007664] (8.06198, 9.81055) => 7.81064e+08
[00007665] (9.36432, 2.22229) => 144.178
[00007668] (6.20324, 6.95145) => 323480
[00007671] (1.64019, 8.21218) => 58.1768
[00007674] (8.1182, 7.86433) => 1.42002e+07
[00007677] (2.63753, 5.86115) => 294.236
[00007680] (8.29186, 9.62601) => 6.96555e+08
[00007681] (1.93197, 5.63584) => 40.912
[00007684] (7.34826, 8.79966) => 4.18915e+07
[00007687] (3.99577, 8.77348) => 189727
[00007690] (5.63388, 9.09577) => 6.74806e+06
[00007693] (5.57362, 9.39616) => 1.02523e+07
[00007696] (3.05933, 5.18614) => 330.008
[00007697] (3.14692, 7.95375) => 9121.34
[00007699] (3.24342, 2.73141) => 24.8746
[00007702] (5.69423, 2.73299) => 116.037
[00007705] (5.10922, 2.13371) => 32.4657
[00007708] (1.39586, 1.26421) => 1.52445
[00007711] (7.36598, 9.03362) => 6.82699e+07
[00007712] (8.48243, 9.90424) => 1.57142e+09
[00007713] (7.14706, 9.02117) => 5.07256e+07
[00007716] (8.81186, 5.07616) => 62706.6
[00007721] (5.68949, 6.08092) => 39042.7
[00007725] (3.01161, 2.7312) => 20.3093
[00007729] (2.99695, 1.31368) => 4.22867
[00007732] (7.50624, 7.61972) => 4.68241e+06
[00007736] (6.5123, 4.88432) => 9430.54
[00007739] (5.14143, 1.71346) => 16.5353
[00007742] (1.65315, 2.21449) => 3.04406
[00007748] (5.04544, 4.48359) => 1417.45
[00007749] (4.45972, 3.263) => 131.429
[00007751] (3.43752, 2.97132) => 39.2065
[00007754] (3.52706, 3.72907) => 109.987
[00007758] (9.83148, 6.89026) => 6.90877e+06
[00007763] (3.49754, 5.32639) => 787.58
[00007766] (2.19634, 8.01985) => 550.01
[00007769] (8.44172, 9.06898) => 2.52224e+08
[00007772] (1.16793, 7.19699) => 3.05634
[00007775] (9.92817, 3.00717) => 994.85
[00007776] (1.60431, 1.09187) => 1.67551
[00007779] (4.36126, 8.54701) => 292937
[00007781] (1.90542, 9.49243) => 454.781
[00007784] (5.16779, 2.77725) => 95.7254
[00007787] (4.59105, 2.33824) => 35.2946
[00007789] (4.23627, 3.42755) => 140.934
[00007793] (6.30228, 2.04243) => 42.9458
[00007796] (3.03304, 2.57088) => 17.3321
[00007799] (8.17541, 4.85756) => 27074.9
[00007802] (5.34067, 1.35373) => 9.65978
[00007805] (9.89035, 9.79091) => 5.54657e+09
[00007809] (3.74256, 9.79213) => 409767
[00007812] (7.84341, 2.89895) => 391.858
[00007815] (7.80766, 8.81552) => 7.37969e+07
[00007817] (4.81414, 4.90791) => 2237.38
[00007819] (9.79213, 8.63355) => 3.58744e+08
[00007822] (9.86981, 1.09807) => 12.3545
[00007827] (9.42664, 7.74582) => 3.52525e+07
[00007830] (3.54405, 5.38574) => 910.877
[00007834] (3.53111, 2.46448) => 22.4036
[00007836] (2.97234, 3.11071) => 29.6259
[00007841] (8.78398, 5.39554) => 123517
[00007845] (7.26784, 2.94619) => 345.038
[00007849] (1.95808, 5.25948) => 34.2667
[00007852] (7.93624, 5.67498) => 127436
[00007853] (6.41983, 5.36016) => 21303.7
[00007858] (1.0466, 4.49729) => 1.22733
[00007862] (4.11637, 8.76494) => 243321
[00007865] (8.81981, 2.37372) => 175.492
[00007868] (3.8964, 1.61652) => 9.01195
[00007871] (3.53458, 5.70183) => 1338.23
[00007872] (9.8544, 4.04497) => 10452.2
[00007874] (4.93291, 4.13768) => 737.631
[00007878] (9.73679, 7.63444) => 3.51561e+07
[00007881] (5.67942, 3.51651) => 449.279
[00007884] (9.66537, 1.89323) => 73.3242
[00007887] (6.43071, 6.75747) => 289591
[00007888] (6.62894, 5.70881) => 48917.8
[00007890] (5.17332, 1.90221) => 22.7897
[00007893] (9.33734, 3.73593) => 4213.93
[00007897] (2.6371, 4.59377) => 86.0129
[00007900] (6.32701, 9.75875) => 6.58706e+07
[00007903] (6.08, 4.12093) => 1699.84
[00007904] (8.94315, 5.74104) => 290096
[00007906] (5.23355, 2.90139) => 121.762
[00007910] (3.32742, 4.24223) => 164.021
[00007913] (5.95828, 1.56535) => 16.3432
[00007915] (2.47809, 5.80524) => 194.065
[00007916] (7.65565, 2.53783) => 175.144
[00007919] (9.17764, 3.51025) => 2395.69
[00007920] (7.79002, 2.00283) => 61.038
[00007922] (9.23516, 5.43472) => 176572
[00007925] (8.22106, 1.60492) => 29.4025
[00007928] (8.31022, 8.87176) => 1.44074e+08
[00007932] (6.02399, 5.04456) => 8593.53
[00007936] (3.96752, 5.82503) => 3064.73
[00007941] (5.69218, 7.23434) => 291036
[00007945] (5.06386, 9.80414) => 8.06931e+06
[00007947] (2.14884, 9.98167) => 2069.87
[00007950] (3.22861, 7.42764) => 6036.54
[00007951] (9.16818, 1.74542) => 47.8173
[00007953] (6.31041, 5.72242) => 37867.2
[00007956] (5.61547, 3.04356) => 190.896
[00007959] (8.60255, 5.79538) => 260929
[00007964] (4.27271, 8.39213) => 196311
[00007968] (8.31126, 4.6649) => 19505.4
[00007971] (8.58706, 5.42027) => 115264
[00007974] (2.85284, 4.02201) => 67.7846
[00007977] (7.56352, 3.62675) => 1537.85
[00007980] (8.14397, 9.62039) => 5.78892e+08
[00007982] (5.91812, 2.57575) => 97.4884
[00007983] (8.34603, 2.69411) => 303.788
[00007986] (7.53068, 6.30106) => 334950
[00007988] (8.36366, 1.78027) => 43.8646
[00007991] (1.78177, 6.38368) => 39.9356
[00007994] (7.77604, 5.91785) => 186799
[00007997] (2.90861, 8.37945) => 7681.26
[00008002] (4.54847, 8.04815) => 197058
[00008003] (3.21787, 5.54147) => 649.644
[00008005] (3.15468, 5.94175) => 921.859
[00008008] (6.22284, 6.18441) => 81348.2
